age,priors_count,days_b_screening_arrest,c_jail_time,juv_fel_count,juv_other_count,juv_misd_count,c_charge_degree:F,c_charge_degree:M,race:African-American,race:Asian,race:Caucasian,race:Hispanic,race:Native_American,race:Other,age_cat:25_-_45,age_cat:Greater_than_45,age_cat:Less_than_25,sex:Female,sex:Male,is_recid
26,1,-24.0,0.0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,1,0,0
41,7,0.0,0.0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,1,0
34,5,-1.0,0.0,0,1,0,1,0,0,0,1,0,0,0,1,0,0,0,1,1
28,0,-1.0,2.0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0
23,2,0.0,0.0,0,2,0,1,0,0,0,1,0,0,0,0,0,1,0,1,1
37,0,-2.0,1.0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,1
35,5,-1.0,0.0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0
21,1,-1.0,48.0,0,1,0,1,0,0,0,1,0,0,0,0,0,1,0,1,1
22,2,-1.0,34.0,0,0,1,0,1,1,0,0,0,0,0,0,0,1,1,0,1
29,6,-1.0,35.0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,1,1
30,0,-2.0,0.0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,1,0,0
45,3,-1.0,92.0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,1,1
24,2,-1.0,1.0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,1,0,0
31,4,0.0,29.0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,1
56,0,-1.0,0.0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0
24,14,-1.0,180.0,0,0,4,1,0,1,0,0,0,0,0,0,0,1,0,1,1
38,11,-1.0,18.0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,1,0
51,22,-1.0,34.0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,1,1
22,0,-1.0,0.0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,1,0
28,5,-1.0,1.0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,1,0
47,19,-1.0,212.0,0,1,0,1,0,1,0,0,0,0,0,0,1,0,0,1,1
51,0,-1.0,30.0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,1,1
25,1,0.0,42.0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0
53,1,-1.0,1.0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0
30,0,-1.0,2.0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,1,0
33,0,0.0,0.0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,1
35,5,-1.0,225.0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,1,1
33,0,-1.0,1.0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,1,0,0
59,1,-25.0,0.0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,1,0
33,1,-1.0,84.0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0
27,2,-1.0,132.0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,1,1
29,9,-1.0,14.0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,1,0,1
24,3,-1.0,44.0,0,3,0,1,0,1,0,0,0,0,0,0,0,1,0,1,1
43,5,-1.0,0.0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,1,0
37,11,-1.0,0.0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,1,1
53,13,-1.0,91.0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,1,0
26,4,0.0,0.0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,1,1
30,1,-27.0,0.0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0
27,6,0.0,1.0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,1,1
39,9,-1.0,1.0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,1
37,4,0.0,0.0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,1,1
22,3,0.0,10.0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,1,1
25,0,-1.0,2.0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0
26,1,0.0,0.0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0
28,0,-2.0,0.0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0
25,0,-1.0,1.0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,1,1
58,1,-1.0,3.0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,1,0
29,1,-2.0,2.0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,1,0,1
33,8,0.0,2.0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,1,0
38,0,-1.0,1.0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,1,0
38,2,-21.0,19.0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0
59,22,-1.0,69.0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,1,1
29,4,-1.0,0.0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,1,1
53,0,-1.0,3.0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,1,1
33,2,-1.0,0.0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,1,1
58,1,-1.0,0.0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0
53,2,-1.0,40.0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,1,0
32,0,-1.0,17.0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,1,1
35,6,-1.0,10.0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,1,1
39,1,-1.0,1.0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0
36,1,-14.0,14.0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0
42,5,-1.0,6.0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,1,0,1
37,0,-1.0,0.0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,1,0
39,0,-1.0,3.0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0
52,3,-25.0,0.0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,1,0,0
60,1,-1.0,1.0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,1,0
37,2,-1.0,0.0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,1,1
42,4,-1.0,17.0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,1
23,6,0.0,1.0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,1,1
42,0,-1.0,0.0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,1,0,1
28,5,0.0,0.0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,1,0
38,12,-1.0,0.0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0
43,2,-1.0,1.0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,1,0,1
42,0,-1.0,0.0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,1,0
25,0,-1.0,0.0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0
32,7,0.0,37.0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,1,1
21,0,0.0,0.0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,1,1
35,1,-30.0,28.0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0
37,0,-1.0,126.0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0
33,2,0.0,0.0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,1,0,0
51,4,-11.0,8.0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,1,0,0
39,3,-1.0,2.0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,1
35,5,-1.0,2.0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,1,1
40,3,-1.0,13.0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,1,0
32,17,0.0,0.0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,1,1
32,3,0.0,-1.0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,1
37,0,-1.0,0.0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,1,0
32,10,-1.0,0.0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,1,1
47,5,0.0,0.0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,1,1
23,0,-1.0,0.0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,1,0,0
63,10,0.0,2.0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,1,1
38,16,-1.0,241.0,0,0,1,1,0,1,0,0,0,0,0,1,0,0,0,1,1
32,6,-1.0,2.0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,1,1
31,4,-1.0,24.0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,1,1
23,0,0.0,1.0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,1,0
38,1,-1.0,126.0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0
47,0,-3.0,0.0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,1,0,0
33,1,-1.0,10.0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,1
22,1,-11.0,8.0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,1,1
40,0,-1.0,0.0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,1,1
36,14,-1.0,173.0,10,0,0,1,0,1,0,0,0,0,0,1,0,0,0,1,1
65,0,0.0,1.0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,1,0,0
22,0,-1.0,1.0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,1,0,0
34,0,0.0,0.0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0
38,0,-1.0,0.0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0
26,4,-2.0,0.0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,1
20,0,-1.0,23.0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,1,1
49,0,-3.0,0.0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0
52,2,0.0,4.0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,1,1
25,2,-1.0,0.0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,1,1
34,5,-1.0,4.0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,1,0
33,1,-1.0,1.0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,1,1
21,1,-1.0,0.0,0,2,1,1,0,1,0,0,0,0,0,0,0,1,0,1,0
46,9,-1.0,5.0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,1,0
57,1,-1.0,1.0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0
22,2,0.0,0.0,0,1,0,1,0,1,0,0,0,0,0,0,0,1,0,1,1
48,1,-1.0,1.0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,1,0,1
40,21,-1.0,29.0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,1,0
30,1,-1.0,0.0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,1,0,0
21,4,-1.0,33.0,0,0,1,0,1,0,0,1,0,0,0,0,0,1,0,1,1
39,22,-1.0,3.0,0,0,2,1,0,1,0,0,0,0,0,1,0,0,1,0,1
33,0,-1.0,1.0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,1,0,1
24,0,0.0,-1.0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,1,0
43,0,-1.0,1.0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,1,1
45,0,0.0,1.0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,1,0,0
51,3,-18.0,2.0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,1,0
31,9,-1.0,0.0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,1,1
27,0,-1.0,1.0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0
32,1,-1.0,0.0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,1,0
49,0,-3.0,0.0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0
29,2,-1.0,27.0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,1,0
23,2,-1.0,1.0,0,0,1,1,0,1,0,0,0,0,0,0,0,1,0,1,1
30,6,-1.0,0.0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,1,1
30,0,0.0,56.0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0
34,13,-1.0,0.0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,1,1
33,4,0.0,-1.0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,1,0
28,1,-1.0,1.0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,1,0
29,1,-1.0,40.0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,1,0
38,0,-1.0,0.0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0
37,0,-1.0,0.0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0
33,0,-1.0,0.0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,1,0,1
30,0,0.0,0.0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0
51,19,-1.0,13.0,1,1,0,1,0,1,0,0,0,0,0,0,1,0,0,1,0
65,7,-1.0,0.0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,1,0
32,1,-1.0,0.0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,1,0,0
38,5,-2.0,0.0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,1
35,1,-1.0,0.0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,1,0
57,1,-26.0,0.0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,1,0
26,1,0.0,-1.0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0
36,4,-1.0,1.0,2,0,0,0,1,1,0,0,0,0,0,1,0,0,1,0,1
33,2,-10.0,9.0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0,1
35,3,-1.0,1.0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,1
33,0,-1.0,0.0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,1,0
47,0,0.0,1.0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0
53,0,-1.0,0.0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,1,0,0
35,1,-15.0,4.0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,1,1
36,1,-1.0,0.0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,1,0,1
25,0,-1.0,0.0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0
52,10,0.0,149.0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0
51,6,0.0,2.0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,1,1
24,8,-1.0,214.0,0,4,0,1,0,1,0,0,0,0,0,0,0,1,0,1,1
32,0,-1.0,0.0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,1
43,8,-1.0,348.0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,1,1
45,20,-1.0,46.0,1,1,0,0,1,1,0,0,0,0,0,0,1,0,0,1,1
42,10,-1.0,0.0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,1,1
22,1,-1.0,6.0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,1,1
49,4,-26.0,1.0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,1,0
42,0,-3.0,33.0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,1,1
40,0,-1.0,29.0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,1,1
25,2,-1.0,0.0,0,0,1,1,0,1,0,0,0,0,0,1,0,0,0,1,1
25,0,-1.0,2.0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,1,1
23,0,-1.0,2.0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,1,0
21,2,-1.0,1.0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,1,1
31,3,0.0,0.0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0
28,0,0.0,0.0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,1,0,0
24,11,-1.0,51.0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,1,1
45,0,0.0,37.0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,1,0
23,2,-1.0,1.0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,1,1
39,7,0.0,0.0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,1,1
24,1,-1.0,0.0,0,0,1,1,0,1,0,0,0,0,0,0,0,1,0,1,0
46,1,-1.0,1.0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,1,0
47,3,-1.0,2.0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,1,0
22,1,-1.0,0.0,0,1,0,0,1,1,0,0,0,0,0,0,0,1,0,1,1
34,0,-2.0,1.0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0
33,0,0.0,0.0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,1,1
29,16,-1.0,0.0,0,1,0,1,0,1,0,0,0,0,0,1,0,0,0,1,1
34,3,-6.0,5.0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0
29,0,0.0,0.0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,1,0
25,2,-1.0,0.0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,1,0,1
34,16,-1.0,1.0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,1
55,1,-1.0,0.0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,1,0,0
27,0,-1.0,0.0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,1,1
26,0,-1.0,1.0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,1,0
39,19,-1.0,179.0,2,1,2,1,0,1,0,0,0,0,0,1,0,0,0,1,1
24,1,0.0,0.0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,1,0
29,0,0.0,0.0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0
50,13,0.0,242.0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,1,1
25,2,-1.0,0.0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1,1
31,4,-12.0,2.0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,1,1
31,0,-1.0,0.0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,1,0
26,2,-1.0,0.0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,1
54,2,0.0,97.0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,1,0
33,14,-1.0,0.0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,1,1
22,0,-1.0,0.0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,1,1
35,8,0.0,239.0,0,0,1,1,0,1,0,0,0,0,0,1,0,0,0,1,1
30,4,-27.0,1.0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,1,0,1
25,0,-1.0,0.0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,1,0
25,0,0.0,0.0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,1,0
44,0,-1.0,0.0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,1,1
29,2,-1.0,8.0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,1
46,2,-23.0,2.0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,1,1
53,0,0.0,4.0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0
24,2,-1.0,1.0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,1,1
52,2,-1.0,1.0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,1,0,1
27,0,-1.0,0.0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,1,1
41,0,-1.0,1.0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0
21,0,-2.0,0.0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,1,0,1
24,1,0.0,0.0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,1,0
23,0,-1.0,0.0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,1,0
42,0,-1.0,1.0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,1,0
24,5,-1.0,1.0,5,0,0,1,0,1,0,0,0,0,0,0,0,1,0,1,1
26,4,-1.0,0.0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,1,1
50,9,-1.0,424.0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,1,1
32,3,-1.0,1.0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,1,0,0
40,13,-1.0,1.0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,1,0
27,2,0.0,0.0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,1,0
23,0,-1.0,0.0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,1,1
37,22,-1.0,1.0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,1,1
32,1,-1.0,3.0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,1,1
52,4,-1.0,1.0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,1,1
29,2,-1.0,3.0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0
49,0,0.0,0.0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,1,0
50,0,-2.0,2.0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,1,0
26,2,0.0,-1.0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,1
34,0,-1.0,31.0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,1
28,1,-1.0,9.0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,1
30,0,0.0,0.0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,1,1
24,3,-1.0,1.0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,1,1
25,0,0.0,0.0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,1,1
25,4,-1.0,9.0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,1,1
45,2,-1.0,0.0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,1,0
26,1,-1.0,3.0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,1
37,2,-1.0,28.0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,1,0
24,0,-1.0,1.0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,1,0
40,2,-1.0,1.0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0
33,0,-2.0,0.0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0
53,18,0.0,1.0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0
55,0,-7.0,5.0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0
30,6,-1.0,17.0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,1,1
21,1,-15.0,15.0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,1,1
55,0,-1.0,0.0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0
22,1,-1.0,0.0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,1,1
23,1,-6.0,0.0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,1,0,0
57,9,-1.0,58.0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,1,1
33,0,-2.0,0.0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,1,1
32,2,0.0,1.0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0
47,3,-1.0,13.0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,1,0
51,6,11.0,18.0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,1,1
22,1,-1.0,1.0,0,0,1,1,0,1,0,0,0,0,0,0,0,1,0,1,0
47,2,-1.0,1.0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,1,0
28,1,-21.0,0.0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,1
28,5,-1.0,34.0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,1,0
44,1,0.0,6.0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,1,0,1
25,0,0.0,2.0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,1,1
34,4,-1.0,0.0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,1,0
65,0,0.0,0.0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0
33,5,0.0,119.0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,1
23,0,-1.0,0.0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,1,0,0
44,0,-2.0,0.0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0
24,1,-1.0,0.0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,1,0
51,1,-1.0,1.0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0
21,0,-1.0,1.0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,1,0,1
39,6,-1.0,0.0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0
29,29,-1.0,5.0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,1,1
24,1,-5.0,0.0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,1,0
23,0,-1.0,2.0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,1,0,1
31,11,0.0,-1.0,0,2,0,1,0,1,0,0,0,0,0,1,0,0,0,1,1
35,0,-1.0,0.0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,1,0,0
30,0,-1.0,0.0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,1,0
39,4,-3.0,3.0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,1,0,0
51,0,-1.0,1.0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0
22,1,-1.0,236.0,0,1,0,1,0,0,0,1,0,0,0,0,0,1,0,1,0
29,2,-24.0,22.0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0
32,6,-1.0,2.0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,1
33,3,-16.0,11.0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,1,1
58,5,-1.0,1.0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,1,1
54,0,-1.0,27.0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,1,0
33,2,-1.0,28.0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,1,1
48,10,0.0,175.0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,1,0
23,0,-1.0,3.0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,1,0
23,2,-1.0,15.0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,1,1
47,1,0.0,1.0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,1,0
21,0,-1.0,2.0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,1,0
29,0,-1.0,1.0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,1,1
48,2,-1.0,0.0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,1,0
